,WordList,AverageBitsFromWord
3213,foxed,3.880853056066616
3214,foxes,4.025826378663034
3215,foxie,4.161662156115624
3216,foyle,4.73965575214964
3217,foyne,4.669218130266256
3218,frabs,4.485325620385198
3219,frack,4.377153160792085
3220,fract,5.03813955270737
3221,frags,4.571573616613585
3222,fraim,4.692483628296724
3223,franc,4.789320904332858
3224,frape,5.113309987002859
3225,fraps,4.6120343504037855
3226,frass,4.189029182040005
3227,frate,5.4736273181791715
3228,frati,4.966430154635153
3229,frats,4.99228425850194
3230,fraus,4.71780859499559
3231,frays,4.606500819188569
3232,frees,4.513000886173046
3233,freet,4.738845520995281
3234,freit,5.167877963886391
3235,fremd,4.3973237726981225
3236,frena,5.070327602794563
3237,freon,4.972108523704015
3238,frere,3.9634174232039836
3239,frets,4.950272260905986
3240,fribs,4.283907279336226
3241,frier,4.472328096344837
3242,fries,5.065484454985066
3243,frigs,4.373314995867437
3244,frise,5.208745169754064
3245,frist,4.9731334131369405
3246,frith,4.661109575570953
3247,frits,4.800632592098366
3248,fritt,4.261125453741984
3249,frize,4.360657875465367
3250,frizz,3.007822417753064
3251,froes,5.0463838424372485
3252,frogs,4.372226729151782
3253,frons,4.694175466774347
3254,frore,4.515005366321099
3255,frorn,4.128002892887157
3256,frory,3.9289804400928294
3257,frosh,4.602516378874605
3258,frows,4.177822928062089
3259,frowy,4.065539139099977
3260,frugs,4.156234095358285
3261,frump,3.9300068893740354
3262,frush,4.3984727747840715
3263,frust,4.76626322894606
3264,fryer,4.0668378594495955
3265,fubar,4.401246140366728
3266,fubby,2.813533550198742
3267,fubsy,3.7731575202186485
3268,fucks,3.5729665721685637
3269,fucus,3.2283205675086157
3270,fuddy,3.019510686765676
3271,fudgy,3.5382136938281374
3272,fuels,4.623976439984071
3273,fuero,4.758203227087644
3274,fuffs,2.4048173796961287
3275,fuffy,2.2436395107418887
3276,fugal,4.2610042398530705
3277,fuggy,2.915478454250857
3278,fugie,4.45179086118636
3279,fugio,4.013631539286496
3280,fugle,4.497434126530322
3281,fugly,3.852217423226402
3282,fugus,3.066246845812503
3283,fujis,3.458571575790169
3284,fulls,3.633931497936152
3285,fumed,4.150603177706561
3286,fumer,4.4995386463795475
3287,fumes,4.294730760268285
3288,fumet,4.509211569644606
3289,fundi,3.9496941747240197
3290,funds,3.977462895793296
3291,fundy,3.8324084422533833
3292,fungo,3.9527707761302553
3293,fungs,3.881600103386303
3294,funks,3.7411253548344434
3295,fural,4.735721514116558
3296,furan,4.697025978476289
3297,furca,4.508696690696443
3298,furls,4.480740871446007
3299,furol,4.6427356734695095
3300,furrs,3.819339937991691
3301,furth,4.39666924373359
3302,furze,4.101389821484817
3303,furzy,3.4535722033525666
3304,fused,4.4567078980938994
3305,fusee,4.315830270994789
3306,fusel,4.773587391340407
3307,fuses,3.877667130639298
3308,fusil,4.470617182050894
3309,fusks,3.009927784013255
3310,fusts,3.5670365149872216
3311,fusty,4.135537237783201
3312,futon,4.439725627607733
3313,fuzed,3.655912733675091
3314,fuzee,3.4970783231449585
3315,fuzes,3.8043465013167643
3316,fuzil,3.644003422911943
3317,fyces,4.259296240116122
3318,fyked,3.7491089614502138
3319,fykes,3.9205188385148486
3320,fyles,4.501429848722686
3321,fyrds,4.00548615628027
3322,fytte,3.9035171222272886
3323,gabba,2.9109659575009084
3324,gabby,3.395878088611158
3325,gable,5.028230272131735
3326,gaddi,3.6960118488277733
3327,gades,4.9185368560129366
3328,gadge,4.209824594292613
3329,gadid,3.890845544873228
3330,gadis,4.608783493736955
3331,gadje,4.219472090808096
3332,gadjo,3.7562383559255657
3333,gadso,4.660160544005563
3334,gaffs,3.4349771238229008
3335,gaged,4.178725409611173
3336,gager,4.516644040659791
3337,gages,4.31681464246256
3338,gaids,4.660334524032634
3339,gains,4.887793253145865
3340,gairs,5.092418238948273
3341,gaita,4.384914325115799
3342,gaits,5.003294325692143
3343,gaitt,4.454265614272029
3344,gajos,4.002370796373138
3345,galah,4.145177178160391
3346,galas,4.263716049273613
3347,galax,3.508061883095035
3348,galea,4.596805907263302
3349,galed,5.09152170910721
3350,gales,5.22592403349357
3351,galls,4.1980703264829895
3352,gally,4.028261649434703
3353,galop,4.700862695492503
3354,galut,4.9041855529611755
3355,galvo,4.326472653439875
3356,gamas,3.8856062701094407
3357,gamay,3.7412092995919406
3358,gamba,3.4337189449540366
3359,gambe,4.574402445692766
3360,gambo,4.099931656108788
3361,gambs,4.05576551177594
3362,gamed,4.705720438370876
3363,games,4.838892405481998
3364,gamey,4.6579858718476626
3365,gamic,4.3452668327025465
3366,gamin,4.5644174426425375
3367,gamme,4.134617614260982
3368,gammy,3.4930667558123734
3369,gamps,4.188953489294125
3370,ganch,4.513694882766648
3371,gandy,4.394615754846209
3372,ganef,4.745783457885794
3373,ganev,4.600188600408535
3374,gangs,3.930121096980099
3375,ganja,3.2999491150509996
3376,ganof,4.433740197007212
3377,gants,4.867354865870933
3378,gaols,4.99856487063671
3379,gaped,4.755490566779573
3380,gaper,5.099905880404921
3381,gapes,4.894340785949239
3382,gapos,4.584268687943336
3383,gappy,3.5319202785431436
3384,garbe,5.094681038593457
3385,garbo,4.643858622113284
3386,garbs,4.595554605302912
3387,garda,4.156853243821481
3388,gares,5.339036299469909
3389,garis,5.047191584853882
3390,garms,4.69167945548004
3391,garni,4.952454760321687
3392,garre,4.8737019893583895
3393,garth,4.9507457779565085
3394,garum,4.562470192579271
3395,gases,4.414824395106006
3396,gasps,3.7733741864740753
3397,gaspy,4.350617807393437
3398,gasts,4.130572697649499
3399,gatch,4.567980851811672
3400,gated,5.085625591742709
3401,gater,5.421620958855658
3402,gates,5.215795121740359
3403,gaths,4.562602277002725
3404,gator,5.214609817364868
3405,gauch,4.410718132179902
3406,gaucy,4.4239213052586726
3407,gauds,4.44128524753898
3408,gauje,4.300094201601965
3409,gault,4.990193500886164
3410,gaums,4.362102643367045
3411,gaumy,4.207586325362136
3412,gaups,4.40504734116943
3413,gaurs,4.8633835899859985
3414,gauss,3.9889096103590806
3415,gauzy,3.7031402400526376
3416,gavot,4.506822918710009
3417,gawcy,4.038543512326707
3418,gawds,4.053945235852706
3419,gawks,3.819884108712648
3420,gawps,4.01747686599247
3421,gawsy,4.2243558518993956
3422,gayal,4.100336214255969
3423,gazal,3.5258644021813783
3424,gazar,3.6881698714399382
3425,gazed,4.2016542608431555
3426,gazes,4.3363945522944
3427,gazon,4.07853143606993
3428,gazoo,3.346376318917106
3429,geals,5.24140159921763
3430,geans,5.143181261344976
3431,geare,5.042524360027394
3432,gears,5.315829082862267
3433,geats,5.235079116182584
3434,gebur,4.588003647182921
3435,gecks,4.1259107271828395
3436,geeks,3.8764137792911324
3437,geeps,4.092295193779049
3438,geest,4.630623091127107
3439,geist,5.213924385228733
3440,geits,5.044122397391717
3441,gelds,4.637201634336894
3442,gelee,3.8923743657892307
3443,gelid,4.804213292489539
3444,gelly,4.017181556003573
3445,gelts,4.968826173007894
3446,gemel,4.304410721306279
3447,gemma,3.8442574854125833
3448,gemmy,3.484006295357355
3449,gemot,4.765600604167625
3450,genal,5.176521519659389
3451,genas,5.048530421235898
3452,genes,4.450862307786901
3453,genet,4.672164579057942
3454,genic,4.680456032491221
3455,genii,4.063319710254931
3456,genip,4.660827555839821
3457,genny,3.8726120863805624
3458,genoa,4.993449677922219
3459,genom,4.573673650029467
3460,genro,5.03594881354143
3461,gents,4.890923518208842
3462,genty,4.676561376807768
3463,genua,4.802365297515503
3464,genus,4.640399754474694
3465,geode,4.410968410016892
3466,geoid,4.805562513571544
3467,gerah,5.117610593588425
3468,gerbe,4.359689039250742
3469,geres,4.653806512656275
3470,gerle,4.823568102096081
3471,germs,4.706973711540906
3472,germy,4.5265807734490515
3473,gerne,4.757147635718708
3474,gesse,3.872942328443652
3475,gesso,4.173545395320032
3476,geste,4.620622999697491
3477,gests,4.158660053964659
3478,getas,5.120983291543089
3479,getup,4.529365836867444
3480,geums,4.39875405493
3481,geyan,4.8265390235284364
3482,geyer,4.392715063382643
3483,ghast,4.819268401703957
3484,ghats,4.667229751213632
3485,ghaut,4.625521572675823
3486,ghazi,3.7181134907300994
3487,ghees,4.238697809411107
3488,ghest,4.790185659607094
3489,ghyll,3.505423257812798
3490,gibed,4.464878805275233
3491,gibel,4.769204612602384
3492,giber,4.814915606063461
3493,gibes,4.597909018719384
3494,gibli,3.517974789335173
3495,gibus,4.031122465877161
3496,gifts,4.19000742124251
3497,gigas,3.9344376289042717
3498,gighe,3.912949729467577
3499,gigot,3.9984610256413764
3500,gigue,4.026911478419283
3501,gilas,4.849574976064535
3502,gilds,4.396737789092659
3503,gilet,5.235846607045796
3504,gills,3.987905082850121
3505,gilly,3.813150294529374
3506,gilpy,4.2112341607044605
3507,gilts,4.725694192437787
3508,gimel,4.810297773986149
3509,gimme,3.912409584199008
3510,gimps,3.9661793539619214
3511,gimpy,3.825351748291125
3512,ginch,4.251606333971381
3513,ginge,4.160640761009485
3514,gings,3.6845514746066192
3515,ginks,4.064051664478009
3516,ginny,3.6636744246890554
3517,ginzo,3.761435738342522
3518,gipon,4.41260504897685
3519,gippo,3.5149846132092093
3520,gippy,3.314061290379228
3521,girds,4.524896880520318
3522,girls,4.829488532940865
3523,girns,4.765126445586674
3524,giron,4.879669639816604
3525,giros,4.850757340758872
3526,girrs,4.157775662656787
3527,girsh,4.6966199929877375
3528,girts,4.860112685721888
3529,gismo,4.298255675804944
3530,gisms,3.5182695939028044
3531,gists,3.9075866512405586
3532,gitch,4.3295442089902645
3533,gites,5.025934247722021
3534,giust,4.7419101971379805
3535,gived,4.2307350913267685
3536,gives,4.373088106259778
3537,gizmo,3.4788635038218767
3538,glace,5.291681721205358
3539,glads,4.656042792785464
3540,glady,4.530952318965968
3541,glaik,4.544684821776289
3542,glair,5.212127687831984
3543,glams,4.57374819273836
3544,glans,4.887455984874484
3545,glary,4.90451845542026
3546,glaum,4.463735215560167
3547,glaur,5.003989522542838
3548,glazy,3.9462680080173866
3549,gleba,4.671815411408072
3550,glebe,4.235001035104563
3551,gleby,4.3087310054051855
3552,glede,4.391780827529089
3553,gleds,4.628155478080912
3554,gleed,4.402394955878438
3555,gleek,4.118768982050951
3556,glees,4.544131836467195
3557,gleet,4.746700140109338
3558,gleis,4.962406178934404
3559,glens,4.861384981713548
3560,glent,5.04114726111335
3561,gleys,4.563422263250867
3562,glial,4.314440472424602
3563,glias,4.92347692808322
3564,glibs,4.299064103117165
3565,gliff,3.4041677119451856
3566,glift,4.43499149831006
3567,glike,4.702168289498379
3568,glime,4.872584519460227
3569,glims,4.385817173212286
3570,glisk,4.353988132663157
3571,glits,4.805416279856371
3572,glitz,4.032555517847508
3573,gloam,4.647500770859971
3574,globi,4.261023830243278
3575,globs,4.292149714273065
3576,globy,4.182065774821481
3577,glode,4.936295399960093
3578,glogg,3.0289243989644006
3579,gloms,4.379778729419197
3580,gloop,3.849388947466104
3581,glops,4.424510064236536
3582,glost,4.97394345914094
3583,glout,4.779275646738022
3584,glows,4.192985687677406
3585,gloze,4.359404021045035
3586,glued,4.753350836730827
3587,gluer,5.048209877657808
3588,glues,4.879626767510968
3589,gluey,4.705746146141701
3590,glugs,3.6428963967452472
3591,glume,4.643175510604969
3592,glums,4.159737004502222
3593,gluon,4.611488519739546
3594,glute,5.049426292612247
3595,gluts,4.570247841138779
3596,gnarl,5.0272544389063105
3597,gnarr,4.393263200833747
3598,gnars,4.902868487871079
3599,gnats,4.828729579756382
3600,gnawn,3.562694019394795
3601,gnaws,4.2313725569903795
3602,gnows,4.043030663705711
3603,goads,4.668424185088434
3604,goafs,4.431969593028459
3605,goals,5.006346207861689
3606,goary,4.953236350363482
3607,goats,5.007458074563922
3608,goaty,4.844103645833113
3609,goban,4.513165246005853
3610,gobar,4.791230843798788
3611,gobbi,3.3207530208654585
3612,gobbo,2.723570119476282
3613,gobby,3.2286112911546145
3614,gobis,4.306870451259581
3615,gobos,3.5791469051708376
3616,godet,4.982084295257545
3617,godso,3.807291165487571
3618,goels,4.997741031614131
3619,goers,5.083065394858514
3620,goest,5.153214295149328
3621,goeth,4.83405631558968
3622,goety,4.784333950337491
3623,gofer,4.718858556993359
3624,goffs,3.2649031351418554
3625,gogga,3.033789637466829
3626,gogos,3.110873150605658
3627,goier,5.290935950434742
3628,gojis,3.837403873359878
3629,golds,4.445963332813701
3630,goldy,4.296452897625649
3631,goles,5.0634425550947135
3632,golfs,4.211842289908362
3633,golpe,4.900934928422944
3634,golps,4.410305336289205
3635,gombo,3.245398167511649
3636,gomer,4.868528502456903
3637,gompa,4.170991342643604
3638,gonch,4.3404556965828505
3639,gonef,4.585861788912747
3640,gongs,3.7583639494922
3641,gonia,4.763382181181674
3642,gonif,4.2659824993875075
3643,gonks,4.138655957675024
3644,gonna,4.0508281883213755
3645,gonof,3.543385986690737
3646,gonys,4.329495131128542
3647,gonzo,3.147343879952522
3648,gooby,3.4440855322669996
3649,goods,3.74180019196775
3650,goofs,3.505481481341589
3651,googs,3.136459525315134
3652,gooks,3.5053486605436004
3653,gooky,3.3394177015929616
3654,goold,3.965516582801514
3655,gools,4.088418992999259
3656,gooly,3.9372940411123634
3657,goons,3.9969098181083766
3658,goony,3.854181834159766
3659,goops,3.7032971866268856
3660,goopy,3.5626924376116382
3661,goors,4.178178121341256
3662,goory,4.043473283142414
3663,goosy,3.89927916481438
3664,gopak,4.165992687321107
3665,gopik,4.020618031680611
3666,goral,5.14038936029477
3667,goras,5.039875496759991
3668,gored,5.040300218972392
3669,gores,5.167509699644656
3670,goris,4.885113105157292
3671,gorms,4.517614398848265
3672,gormy,4.369453291337752
3673,gorps,4.558450194595894
3674,gorse,5.3331213311482815
3675,gorsy,4.7361516210188865
3676,gosht,4.53910691936412
3677,gosse,4.401919594621848
3678,gotch,4.386161579550498
3679,goths,4.399883076721586
3680,gothy,4.260161476877398
3681,gotta,4.214352624365414
3682,gouch,4.247172655751433
3683,gouks,4.037435137098947
3684,goura,4.8318554156062765
3685,gouts,4.608236187206034
3686,gouty,4.440948285070613
3687,gowan,4.350975678628848
3688,gowds,3.8725280074915323
3689,gowfs,3.6375054849053825
3690,gowks,3.639492946574785
3691,gowls,4.21653373712653
3692,gowns,4.134673298738816
3693,goxes,4.174109565392033
3694,goyim,4.170691198807235
3695,goyle,4.901983638960539
3696,graal,4.5411213075889
3697,grabs,4.620485322929161
3698,grads,4.784286398544647
3699,graff,3.7544855131042745
3700,graip,4.89632947864946
3701,grama,4.093062464469791
3702,grame,5.2001906348278215
3703,gramp,4.496835249405016
3704,grams,4.706393480653467
3705,grana,4.417332948419698
3706,grans,5.012745690571837
3707,grapy,4.62543225298664
3708,gravs,4.460788568438571
3709,grays,4.745868624935758
3710,grebe,4.34968841184854
3711,grebo,4.660958994414721
3712,grece,4.650320291713677
3713,greek,4.2376425522044485
3714,grees,4.651500510890006
3715,grege,3.90240688744733
3716,grego,4.218077454423628
3717,grein,5.120686892149665
3718,grens,4.987174149448501
3719,grese,4.765456738505552
3720,greve,4.158147844872973
3721,grews,4.49195336365281
3722,greys,4.691806826426103
3723,grice,5.217789728485212
3724,gride,5.055410207935112
3725,grids,4.583534459519714
3726,griff,3.548282959590774
3727,grift,4.585681083174432
3728,grigs,3.990592838344753
3729,grike,4.817391503371098
3730,grins,4.791326444922229
3731,griot,5.141965324809193
3732,grips,4.551187110126544
3733,gript,4.783451086831452
3734,gripy,4.423387430321368
3735,grise,5.339734040362987
3736,grist,5.089855604839129
3737,grisy,4.739790462146084
3738,grith,4.7899491778568715
3739,grits,4.933670090845106
3740,grize,4.49834339655682
3741,groat,5.303314346157567
3742,grody,4.48311320376908
3743,grogs,3.993205657787268
3744,groks,4.355356298094291
3745,groma,4.684242867941434
3746,grone,5.266761916128849
3747,groof,3.785957794027743
3748,grosz,4.11656041484175
3749,grots,4.935093346266722
3750,grouf,4.305551410936647
3751,grovy,4.151624872013865
3752,grows,4.318061401748851
3753,grrls,4.14261315245701
3754,grrrl,3.4458810337097594
3755,grubs,4.205585836435247
3756,grued,4.854095335895883
3757,grues,4.987870360055982
3758,grufe,4.631103253701464
3759,grume,4.775064260315903
3760,grump,4.085549838357432
3761,grund,4.463292302452872
3762,gryce,4.805967542518271
3763,gryde,4.6446595269975335
3764,gryke,4.398891510807955
3765,grype,4.639663471354662
3766,grypt,4.39428080185503
3767,guaco,4.587884646556056
3768,guana,4.061372748435789
3769,guano,4.695199897353081
3770,guans,4.678693924343719
3771,guars,4.841432252822029
3772,gucks,3.7025011969758865
3773,gucky,3.540076502478787
3774,gudes,4.534759933507724
3775,guffs,3.0152301411751394
3776,gugas,3.752073027887818
3777,guids,4.259214322848217
3778,guimp,3.9593862247725453
3779,guiro,4.736587732213146
3780,gulag,3.8637246116037254
3781,gular,4.927514869450844
3782,gulas,4.659395427306715
3783,gules,4.843768767032432
3784,gulet,5.049653919185465
3785,gulfs,3.962104198060329
3786,gulfy,3.8216759443666732
3787,gulls,3.790868488240386
3788,gulph,4.045896279367937
3789,gulps,4.165050921627991
3790,gulpy,4.015643176482697
3791,gumma,3.3679445693668106
3792,gummi,3.1749387596457983
3793,gumps,3.7578483233957636
3794,gundy,3.976178577479145
3795,gunge,3.9819214855553406
3796,gungy,3.3457910523231065
3797,gunks,3.8786620444060733
3798,gunky,3.715002009513668
3799,gunny,3.4829090463830736
3800,guqin,3.6064670668083747
3801,gurdy,4.188536178127925
3802,gurge,4.21034269361766
3803,gurls,4.629414891957823
3804,gurly,4.467810369832282
3805,gurns,4.571997056795182
3806,gurry,3.808246156092663
3807,gursh,4.505188978982266
3808,gurus,3.736676270888241
3809,gushy,3.93226171261885
3810,gusla,4.639442855179697
3811,gusle,4.953098775142093
3812,gusli,4.4402139331249
3813,gussy,3.5384818779389313
3814,gusts,3.7086437894223083
3815,gutsy,4.346643395372284
3816,gutta,3.9691481869110823
3817,gutty,3.6268492246353543
3818,guyed,4.350638045495597
3819,guyle,4.670653752833677
3820,guyot,4.415413208394699
3821,guyse,4.636609650385463
3822,gwine,4.5643100914433195
3823,gyals,4.630684393671112
3824,gyans,4.554760588649013
3825,gybed,4.070685838748783
3826,gybes,4.2124542126649
3827,gyeld,4.414407786000309
3828,gymps,3.595832777930573
3829,gynae,4.885888108650838
3830,gynie,4.718510245679197
3831,gynny,2.6696399026520785
3832,gynos,4.299606930670273
3833,gyoza,3.6982177001510723
3834,gypos,4.039397575735537
3835,gyppo,3.172791398084399
3836,gyppy,2.2851367360614083
3837,gyral,4.759133322210931
3838,gyred,4.621588664340615
3839,gyres,4.771951536840377
3840,gyron,4.543530474926366
3841,gyros,4.511378300538338
3842,gyrus,4.26570102042888
3843,gytes,4.637318253710214
3844,gyved,3.8538002249657017
3845,gyves,4.006058218939057
3846,haafs,3.8286827578736538
3847,haars,4.483891321320995
3848,hable,5.089837170355811
3849,habus,4.321279904184685
3850,hacek,4.616627659054327
3851,hacks,4.186756854940845
3852,hadal,4.174382051880558
3853,haded,4.270019379058659
3854,hades,4.985308611368178
3855,hadji,3.721659288634298
3856,hadst,4.888472745059251
3857,haems,4.8337262060508746
3858,haets,5.226097896732698
3859,haffs,3.505336777441612
3860,hafiz,3.665397905617983
3861,hafts,4.464976004055294
3862,haggs,3.7086106973504136
3863,hahas,3.3839101258667874
3864,haick,4.410688489205838
3865,haika,3.8734682728654986
3866,haiks,4.498929807811925
3867,haiku,4.250358863118201
3868,hails,5.065161649023733
3869,haily,4.886619425071335
3870,hains,4.98215736253487
3871,haint,5.174226363127136
3872,hairs,5.156788338506909
3873,haith,4.317204376511896
3874,hajes,4.379603397407211
3875,hajis,4.0696411771068135
3876,hajji,3.0042045763290286
3877,hakam,3.4829040901378083
3878,hakas,3.769066306517856
3879,hakea,4.072308183720152
3880,hakes,4.70052505043191
3881,hakim,4.129686073084445
3882,hakus,4.18898271767201
3883,halal,3.707614485637793
3884,haled,5.138928416169806
3885,haler,5.439614051179813
3886,hales,5.28001214901226
3887,halfa,3.815037599543929
3888,halfs,4.4401130002473925
3889,halid,4.8225788712928805
3890,hallo,4.296029949732703
3891,halls,4.259222726308526
3892,halma,3.964029346118928
3893,halms,4.603574519551366
3894,halon,5.009800777565182
3895,halos,4.96068265360834
3896,halse,5.4858534287705965
3897,halts,4.990002414951762
3898,halva,3.7066546093771175
3899,halwa,3.776353490996847
3900,hamal,4.079720887463443
3901,hamba,3.5064028850317217
3902,hamed,4.760508219118
3903,hames,4.897723523075709
3904,hammy,3.538926770210615
3905,hamza,3.0800581335720025
3906,hanap,4.069767638017039
3907,hance,5.229635819995832
3908,hanch,3.9772254606407413
3909,hands,4.613276433875971
3910,hangi,4.471623510621464
3911,hangs,4.532183561005673
3912,hanks,4.390103856300355
3913,hanky,4.203991288997958
3914,hansa,4.30988555597062
3915,hanse,5.427926414380655
3916,hants,4.937058162425784
3917,haole,5.500207382580578
3918,haoma,4.0219294615202115
3919,hapax,3.2486560013944143
3920,haply,4.509730606287522
3921,happi,3.700425703079242
3922,hapus,4.43047239227919
3923,haram,4.201646867144603
3924,hards,4.816561497709316
3925,hared,5.26446451873294
3926,hares,5.403719880615198
3927,harim,4.842147250878409
3928,harks,4.601689523537825
3929,harls,5.104303509488572
3930,harms,4.754397268179217
3931,harns,5.0864234077540305
3932,haros,5.120027411584754
3933,harps,4.791909823151063
3934,harts,5.146682501789665
3935,hashy,3.8028045836086566
3936,hasks,3.644242169941492
3937,hasps,3.838176544506874
3938,hasta,4.299918855195844
3939,hated,5.1433835264289485
3940,hates,5.272720374666137
3941,hatha,3.4293364995182416
3942,hauds,4.503493530955676
3943,haufs,4.277822745471047
3944,haugh,3.689896164719076
3945,hauld,4.69115516693508
3946,haulm,4.558497403219696
3947,hauls,4.829132379477157
3948,hault,5.04212942584446
3949,hauns,4.757047937988473
3950,hause,5.27202058575989
3951,haver,4.846864993672731
3952,haves,4.638599058761744
3953,hawed,4.572129763143375
3954,hawks,3.8953339294732867
3955,hawms,4.047784279243109
3956,hawse,4.934147741826055
3957,hayed,4.77046277208124
3958,hayer,5.124459993940096
3959,hayey,4.12502617114893
3960,hayle,5.123950109650671
3961,hazan,3.510853514668363
3962,hazed,4.259977004110526
3963,hazer,4.611802774705569
3964,hazes,4.402634129796541
3965,heads,4.951876284987202
3966,heald,5.155783766259006
3967,heals,5.289732304972945
3968,heame,4.596046338133183
3969,heaps,4.927777132576891
3970,heapy,4.713256386969189
3971,heare,5.107105909173133
3972,hears,5.379744832287775
3973,heast,5.466538688865763
3974,heats,5.2824019093029735
3975,heben,4.2226322897152695
3976,hebes,4.1599824355138875
3977,hecht,4.024495822267534
3978,hecks,4.198603027549325
3979,heder,4.510889365701541
3980,hedgy,4.140559907468657
3981,heeds,4.183888669618801
3982,heedy,3.9644246638133676
3983,heels,4.531456624749145
3984,heeze,3.0514256855259467
3985,hefte,4.2275333469025815
3986,hefts,4.492532577342386
3987,heids,4.775612678917431
3988,heigh,3.9269454651420355
3989,heils,5.116458324918033
3990,heirs,5.213938425750693
3991,hejab,3.907502761861827
3992,hejra,4.426449501628819
3993,heled,4.45565576430043
3994,heles,4.590853477738639
3995,helio,4.987807907682881
3996,hells,4.289585395829003
3997,helms,4.623006241332116
3998,helos,4.982541435505716
3999,helot,5.194596794870108
4000,helps,4.665158859787526
4001,helve,4.097137312917665
4002,hemal,4.9277303924630855
4003,hemes,4.207778327939496
4004,hemic,4.428914380439628
4005,hemin,4.662413173722094
4006,hemps,4.274447307015288
4007,hempy,4.063650995777907
4008,hench,3.9718519183999508
4009,hends,4.639652945433712
4010,henge,4.288088126123887
4011,henna,4.340584344388108
4012,henny,3.939610807485431
4013,henry,4.8470311071420795
4014,hents,4.968923493372294
4015,hepar,5.151872483831553
4016,herbs,4.6902746581540535
4017,herby,4.485779007519463
4018,herds,4.845918679852866
4019,heres,4.732370273143911
4020,herls,5.136387478551282
4021,herma,4.958161950395717
4022,herms,4.7755603509080595
4023,herns,5.099141835386521
4024,heros,5.142094590920942
4025,herry,4.251219954758164
4026,herse,4.903477151540947
4027,hertz,4.4161626883182885
4028,herye,4.484627644169396
4029,hesps,3.866572913927886
4030,hests,4.21482742092701
4031,hetes,4.587396143958548
4032,heths,4.073959615394151
4033,heuch,3.888370404007006
4034,heugh,3.709601191843193
4035,hevea,4.112600838013252
4036,hewed,3.8806551186343983
4037,hewer,4.226127501888941
4038,hewgh,3.2990195096159365
4039,hexad,4.166360934693598
4040,hexed,3.5750435271211622
4041,hexer,3.9257971205669504
4042,hexes,3.7194836290517106
4043,hexyl,3.8752693440049533
4044,heyed,4.085138234673385
4045,hiant,5.15613457246549
4046,hicks,3.9779156708409698
4047,hided,4.078181678405689
4048,hider,5.01047981135498
4049,hides,4.808894347036647
4050,hiems,4.63019955804291
4051,highs,3.4444372656085958
4052,hight,3.632372225244586
4053,hijab,3.642919931524208
4054,hijra,4.152696362496859
4055,hiked,4.365529149518387
4056,hiker,4.718870028515884
4057,hikes,4.526304970952263
4058,hikoi,3.408455354285955
4059,hilar,5.171666141808063
4060,hilch,3.8254413814123334
4061,hillo,4.093322080213763
4062,hills,4.0601465909427
4063,hilts,4.785851288528679
4064,hilum,4.289686661416045
4065,hilus,4.554636535673004
4066,himbo,3.9621720286665445
4067,hinau,4.593031734683004
4068,hinds,4.388166188709154
4069,hings,4.297647460906633
4070,hinky,3.9755711570732992
4071,hinny,3.7426487756667215
4072,hints,4.7165729440319275
4073,hiois,4.052785834206502
4074,hiply,4.314217082581902
4075,hired,5.078006425684803
4076,hiree,4.913741087794548
4077,hirer,4.622086639201431
4078,hires,5.233279928221178
4079,hissy,3.803011210960015
4080,hists,3.9717482214560396
4081,hithe,4.334933051974594
4082,hived,4.2932945359051295
4083,hiver,4.649423303705423
4084,hives,4.448891972595917
4085,hizen,4.268628825651466
4086,hoaed,5.154131255820678
4087,hoagy,4.508951471085769
4088,hoars,5.147078145645214
4089,hoary,4.994690178219085
4090,hoast,5.235861011410692
4091,hobos,3.65822805547063
4092,hocks,4.021912297611856
4093,hocus,4.364261884176831
4094,hodad,3.960240452750832
4095,hodja,3.775041065188572
4096,hoers,5.154361552196037
4097,hogan,4.6295097537786
4098,hogen,4.784998097067813
4099,hoggs,3.544121125391778
4100,hoghs,3.5046624370706803
4101,hohed,4.021140699468275
4102,hoick,4.243636437346563
4103,hoied,5.006384863687232
4104,hoiks,4.342830167271959
4105,hoing,4.4827727630137115
4106,hoise,5.319604617599692
4107,hokas,4.3918166517743265
4108,hoked,4.38553828062172
4109,hokes,4.537539174128835
4110,hokey,4.330667653004584
4111,hokis,4.250557155262051
4112,hokku,3.13255071875777
4113,hokum,3.7679331307283106
4114,holds,4.510954159682792
4115,holed,4.980167489680223
4116,holes,5.122878604625431
4117,holey,4.903431319055941
4118,holks,4.291336683026239
4119,holla,4.24634406244859
4120,hollo,3.4647290032257447
4121,holme,4.91076482658568
4122,holms,4.447045026136581
4123,holon,4.12748634540293
4124,holos,4.087047615403498
4125,holts,4.8341192880403545
4126,homas,4.579732453038631
4127,homed,4.5926075347031015
4128,homes,4.740300020026109
4129,homey,4.525395566205865
4130,homie,4.885414523853781
4131,homme,4.009509663865024
4132,homos,3.717269123858505
4133,honan,4.219938900435504
4134,honda,4.625122875819456
4135,honds,4.459750582502534
4136,honed,4.930459496028049
4137,honer,5.245898134724929
4138,hones,5.072110901240534
4139,hongi,4.320085852056354
4140,hongs,4.373521380352478
4141,honks,4.232060438266361
4142,honky,4.040616329267034
4143,hooch,3.170203034144204
4144,hoods,3.8180999919806298
4145,hoody,3.655517967792058
4146,hooey,4.208387652925338
4147,hoofs,3.5880349662701136
4148,hooka,3.7413525535433503
4149,hooks,3.593611590817641
4150,hooky,3.4065302423327295
4151,hooly,3.9830043018620116
