,WordList,AverageBitsFromWord
411,arete,5.358505434860658
412,arets,5.626703898359732
413,arett,5.098057041746699
414,argal,4.451972962769917
415,argan,4.405844092744062
416,argil,5.099917943077139
417,argle,5.47602631785224
418,argol,5.10782294606522
419,argon,5.0217214575268
420,argot,5.214967560321394
421,argus,4.739540538373047
422,arhat,4.592891115024092
423,arias,4.758494895535849
424,ariel,5.775166510376191
425,ariki,4.072039690744266
426,arils,5.373625672673251
427,ariot,5.572827543220903
428,arish,5.2382969783179405
429,arked,4.955392006351215
430,arled,5.507850139283697
431,arles,5.633089478629015
432,armed,5.165538042965481
433,armer,4.692425688422454
434,armet,5.530363148116482
435,armil,5.094231996121387
436,arnas,4.667223624432623
437,arnut,5.301752778120195
438,aroba,4.306621248171918
439,aroha,4.419834681945325
440,aroid,5.180136613573507
441,arpas,4.409934753016161
442,arpen,5.392531284423496
443,arrah,3.9296410130009423
444,arras,4.060189470017884
445,arret,5.223725236455766
446,arris,4.676411439779837
447,arroz,3.9361180225724963
448,arsed,5.462718047200945
449,arses,4.877822100582888
450,arsey,5.419653505075675
451,arsis,4.5576825893021695
452,artal,4.81834818884854
453,artel,5.7682949560153345
454,artic,5.1997604390015875
455,artis,5.360602550846909
456,aruhe,5.30165827881606
457,arums,4.798454158746185
458,arval,4.199365238801882
459,arvee,4.725873037704547
460,arvos,4.738029686536842
461,aryls,5.0367747747148535
462,asana,3.619017694499858
463,ascon,4.819287809413791
464,ascus,3.781726648840317
465,asdic,4.500752884689473
466,ashed,4.799509884189023
467,ashes,4.220898480365106
468,ashet,5.174652371311206
469,asked,4.586072675665336
470,asker,4.950026772714048
471,askoi,4.30787129174748
472,askos,3.69020439194372
473,aspen,5.058918024727674
474,asper,5.210784935279388
475,aspic,4.4863299412068365
476,aspie,5.134504644022378
477,aspis,3.93909556499504
478,aspro,4.846051725907265
479,assai,3.530127070929753
480,assam,3.3095456458612826
481,asses,3.7270922010821126
482,assez,3.7844572464710415
483,assot,4.446310313169349
484,aster,5.527285386130445
485,astir,5.291688523174768
486,astun,4.83519909794363
487,asura,4.316800477578383
488,asway,3.6641528469873825
489,aswim,4.142899572365929
490,asyla,4.093542835264456
491,ataps,4.212809017029899
492,ataxy,3.5493033501328832
493,atigi,4.018820921082171
494,atilt,4.7034992067987345
495,atimy,4.665196253491628
496,atlas,4.4630866155028635
497,atman,4.175862175973547
498,atmas,4.091282769229625
499,atmos,4.720642513671042
500,atocs,4.97226577350337
501,atoke,5.053173467640858
502,atoks,4.604934497681546
503,atoms,4.76068167709818
504,atomy,4.665171056919801
505,atony,5.014844486106521
506,atopy,4.713990236293988
507,atria,4.640003710789285
508,atrip,5.0746746890678285
509,attap,3.579509013372506
510,attar,4.086426179108285
511,atuas,4.304429788943456
512,audad,3.3542072614891283
513,auger,5.125239304561554
514,aught,4.461783635203903
515,aulas,4.359327386849395
516,aulic,4.759652168778736
517,auloi,4.788778781418037
518,aulos,4.966297262674681
519,aumil,4.7172069172375695
520,aunes,5.241685604227973
521,aunts,4.960322141865452
522,aurae,4.947421371299198
523,aural,4.601165308922795
524,aurar,3.986666268777095
525,auras,4.508946287911552
526,aurei,5.306977608652066
527,aures,5.434458371679338
528,auric,4.906029115968993
529,auris,5.082559133243615
530,aurum,3.972472676675239
531,autos,4.97257641336094
532,auxin,4.112421383787566
533,avale,4.462248570654217
534,avant,4.126718876574934
535,avast,4.179836463470583
536,avels,4.777657787641075
537,avens,4.699801015604078
538,avers,4.865634744994711
539,avgas,3.500268229995052
540,avine,4.9366068577579165
541,avion,4.528678563874989
542,avise,5.01500144102637
543,aviso,4.535101954522665
544,avize,4.123382387035954
545,avows,3.9760821089944534
546,avyze,3.775724634851233
547,awarn,4.237002544978407
548,awato,4.1153207236131
549,awave,3.87983509974335
550,aways,3.6963063012211927
551,awdls,4.350876544289585
552,aweel,4.583468160755148
553,aweto,4.8683124350024745
554,awing,4.255776986469784
555,awmry,4.234262811373868
556,awned,4.764870945135939
557,awner,5.0816873995310505
558,awols,4.681435823829672
559,awork,4.392840445973715
560,axels,4.560185730710131
561,axile,4.8343307385113405
562,axils,4.358540082100917
563,axing,3.922173429091346
564,axite,4.817530502945009
565,axled,4.486151482084381
566,axles,4.62186457725977
567,axman,3.311401712108803
568,axmen,4.278503778043899
569,axoid,4.10774069941131
570,axone,4.7125009005869485
571,axons,4.296345970116048
572,ayahs,3.95638342487758
573,ayaya,2.523756740974537
574,ayelp,4.887111987248408
575,aygre,5.078687552724098
576,ayins,4.840128720073044
577,ayont,5.075438719203541
578,ayres,5.297061426237183
579,ayrie,5.396719721813025
580,azans,3.6697299113833832
581,azide,4.487436284613037
582,azido,3.997902061949266
583,azine,4.722850351487435
584,azlon,4.30096175646922
585,azoic,4.067502093864356
586,azole,4.795266679059012
587,azons,4.277614010238978
588,azote,4.78261840553529
589,azoth,4.226688960097325
590,azuki,3.449783862790094
591,azurn,4.283815482302722
592,azury,4.084587440235894
593,azygy,2.7935149983811933
594,azyme,4.051620094252004
595,azyms,3.604514363531132
596,baaed,4.412675529440869
597,baals,4.266613090515981
598,babas,3.2722094333753957
599,babel,4.38297912946435
600,babes,4.234446821970528
601,babka,2.7568849545035006
602,baboo,3.235825530634373
603,babul,3.851096237820286
604,babus,3.6869048397743307
605,bacca,3.2039268273304273
606,bacco,3.88161427957144
607,baccy,3.692948117134337
608,bacha,3.6515550891695825
609,bachs,4.274012423831441
610,backs,4.087471861609214
611,baddy,3.54374290815972
612,baels,5.127639456779493
613,baffs,3.3788131572216504
614,baffy,3.2399993621963015
615,bafts,4.351839674538439
616,baghs,4.137795898097615
617,bagie,4.962312404440838
618,bahts,4.523481803502572
619,bahus,4.268988601251536
620,bahut,4.487550376098674
621,bails,4.94455929416006
622,bairn,5.09844420610972
623,baisa,4.285574153476678
624,baith,4.8195405540919145
625,baits,4.948526011965538
626,baiza,3.3974977394591352
627,baize,4.518262369190476
628,bajan,3.359704419908111
629,bajra,3.459741659661452
630,bajri,4.039207813707172
631,bajus,3.7155795201545723
632,baked,4.44112795423655
633,baken,4.639370303556597
634,bakes,4.585602160878166
635,bakra,3.80345814808011
636,balas,4.198655312147927
637,balds,4.548384198569639
638,baldy,4.399740317752872
639,baled,5.030562537935327
640,bales,5.168771189352989
641,balks,4.329432613711472
642,balky,4.156859252064206
643,balls,4.135834167450885
644,bally,3.963490189694977
645,balms,4.477288850179408
646,baloo,4.1718179211347355
647,balsa,4.229765936968012
648,balti,4.843903788274183
649,balun,4.684086266674439
650,balus,4.622884600467218
651,bambi,3.4706905885125203
652,banak,3.7591896748914184
653,banco,4.666278554864554
654,bancs,4.631015446205523
655,banda,3.894196248882379
656,bandh,4.388709578844148
657,bands,4.498535643542017
658,bandy,4.360849652953248
659,baned,4.979531756619438
660,banes,5.111117512210262
661,bangs,4.406218591373501
662,bania,4.169219555853754
663,banks,4.26733627272471
664,banns,4.021513004184581
665,bants,4.826359220237376
666,bantu,4.604378295026648
667,banty,4.664124699479693
668,banya,3.821417636744281
669,bapus,4.2935453958024175
670,barbe,4.563400219238988
671,barbs,4.0685298171689315
672,barby,3.9072940254485102
673,barca,4.2323248915222615
674,barde,5.205890967303469
675,bardo,4.775582805524643
676,bards,4.708116601454596
677,bardy,4.56154966925597
678,bared,5.161127426373655
679,barer,4.698077420351349
680,bares,5.297109275679443
681,barfi,4.426963568427364
682,barfs,4.478648066030436
683,baric,4.834575552119316
684,barks,4.482757778677939
685,barky,4.30758884280929
686,barms,4.638025203942421
687,barmy,4.487129102300871
688,barns,4.966637468064805
689,barny,4.815145359627846
690,barps,4.679483429099301
691,barra,3.7118889952255465
692,barre,4.827673177753739
693,barro,4.390332251113466
694,barry,4.181017013345013
695,barye,5.108412703137355
696,basan,4.203564641915876
697,based,4.936064667267676
698,basen,5.14936110378186
699,baser,5.300562113976671
700,bases,4.361719156431916
701,basho,4.490753799343043
702,basij,3.983780985568152
703,basks,3.5200182529537947
704,bason,4.833063889523021
705,basse,4.551554939627062
706,bassi,3.9892209384013406
707,basso,4.083374360121366
708,bassy,3.892902749498023
709,basta,4.180716772142175
710,basti,4.755107979242968
711,basto,4.853873258076156
712,basts,4.074608546885285
713,bated,5.039705458104111
714,bates,5.174061528611172
715,baths,4.522746024942366
716,batik,4.473224618603232
717,batta,3.5303822873368684
718,batts,4.145574141791865
719,battu,3.9403049709754554
720,bauds,4.385480019485308
721,bauks,4.151700673421426
722,baulk,4.322511908957519
723,baurs,4.812542574202917
724,bavin,4.2840202847694995
725,bawds,3.9977446737413995
726,bawks,3.7712936240881656
727,bawls,4.334671196026907
728,bawns,4.272828736531786
729,bawrs,4.442354659175059
730,bawty,4.172722777175131
731,bayed,4.678347340273773
732,bayer,5.036374719286674
733,bayes,4.8297683194418575
734,bayle,5.032394485942286
735,bayts,4.575301772521304
736,bazar,3.6368207903545255
737,bazoo,3.2923940537247915
738,beads,4.841259050842541
739,beaks,4.597081534311747
740,beaky,4.38366010862757
741,beals,5.188256730913329
742,beams,4.767538966234849
743,beamy,4.584028026824027
744,beano,5.088831884120549
745,beans,5.10158510777761
746,beany,4.911987203554774
747,beare,5.002695111438174
748,bears,5.264190887348537
749,beath,5.020513279692338
750,beats,5.181434675044955
751,beaty,4.978310647737503
752,beaus,4.873911525706085
753,beaut,5.115180362430725
754,beaux,4.137883393142842
755,bebop,3.7179080701664975
756,becap,4.622601060412515
757,becke,3.847074139156317
758,becks,4.09257618482676
759,bedad,4.048098450960292
760,bedel,4.355459360444735
761,bedes,4.174906973318486
762,bedew,3.750500190013835
763,bedim,4.32471866954694
764,bedye,3.966685523611471
765,beedi,4.04419898447842
766,beefs,3.8287114120516734
767,beeps,4.0365992008665
768,beers,4.506815770370428
769,beery,4.3341881204637
770,beets,4.400925884291077
771,befog,4.05327871811428
772,begad,4.544523941560928
773,begar,4.975679234406608
774,begem,3.826305148585964
775,begot,4.711732031698498
776,begum,3.9965482384347832
777,beige,4.3006160137748966
778,beigy,4.398910810093439
779,beins,4.884869525912335
780,bekah,4.329988338425695
781,belah,4.909306529960137
782,belar,5.303443845999506
783,belay,4.86837728369384
784,belee,3.834313181454833
785,belga,4.68978988759361
786,bells,4.170115488409412
787,belon,4.904493969121759
788,belts,4.914647233182603
789,bemad,4.539392990867869
790,bemas,4.68787300673094
791,bemix,3.7326423542378637
792,bemud,4.145480920326787
793,bends,4.5145219613885725
794,bendy,4.327806914540851
795,benes,4.413251525600244
796,benet,4.642875557991125
797,benga,4.610267160822411
798,benis,4.823016021052545
799,benne,3.7804857389451154
800,benni,4.002281819582154
801,benny,3.835680863612305
802,bento,4.89342832269859
803,bents,4.848354433984307
804,benty,4.640622478807279
805,bepat,4.9667361040855615
806,beray,5.02797881654809
807,beres,4.608704478687443
808,bergs,4.635125406575892
809,berko,4.54260428307813
810,berks,4.493569792365362
811,berme,4.388365078486392
812,berms,4.65044405457154
813,berob,4.198278358802818
814,beryl,4.760097154949479
815,besat,5.224855259021971
816,besaw,4.560119623559594
817,besee,3.7568847147045195
818,beses,3.666352508694688
819,besit,5.040339204376463
820,besom,4.53086669605275
821,besot,5.033831601108541
822,besti,4.816281758741708
823,bests,4.099392110742631
824,betas,5.067672792767856
825,beted,4.342134443396152
826,betes,4.470315954473192
827,beths,4.543170833305163
828,betid,4.746868421781149
829,beton,4.929931463997457
830,betta,4.375337335329748
831,betty,3.9809230326708165
832,bever,4.036896585057228
833,bevor,4.513795336344195
834,bevue,3.764235926370141
835,bevvy,3.114261639142317
836,bewet,4.1408222702686865
837,bewig,4.030266201383854
838,bezes,3.579253624245998
839,bezil,4.167047622880632
840,bezzy,2.816103186321911
841,bhais,4.583202652729029
842,bhaji,3.6330858730704096
843,bhang,4.227989978891304
844,bhats,4.618054671673305
845,bhels,4.602214737687887
846,bhoot,3.9316048068599936
847,bhuna,4.299685230321161
848,bhuts,4.21984876771671
849,biach,4.549790658211562
850,biali,4.130031925098898
851,bialy,4.77059114403358
852,bibbs,2.7125117999637864
853,bibes,4.04623326748345
854,biccy,3.472593499074673
855,bices,4.754935621209181
856,bided,3.9630659579585923
857,bider,4.905833141894272
858,bides,4.691079760132795
859,bidet,4.929763992683283
860,bidis,3.562223069653211
861,bidon,4.420417303066823
862,bield,4.768102012960065
863,biers,5.010086232694339
864,biffo,3.203333174114467
865,biffs,3.1566387166954617
866,biffy,3.0213127379981475
867,bifid,3.169211994075837
868,bigae,4.878587026408239
869,biggs,3.349519511386314
870,biggy,3.206711360763994
871,bigha,4.063355337334622
872,bight,4.1060671613469095
873,bigly,4.1539408933524875
874,bigos,4.266401251615948
875,bijou,3.5209333651271892
876,biked,4.253230622863679
877,biker,4.6074795793249175
878,bikes,4.404214821959041
879,bikie,3.77782831758531
880,bilbo,3.733647225093088
881,bilby,3.5475565684646218
882,biled,4.845606139068766
883,biles,4.992274888386285
884,bilgy,4.132344060531478
885,bilks,4.123364847105606
886,bills,3.934649300898895
887,bimah,4.295097184222109
888,bimas,4.413873167261065
889,bimbo,3.3479594285056424
890,binal,4.857367052734829
891,bindi,3.4812988269565053
892,binds,4.258388534135792
893,biner,5.095560745855942
894,bines,4.904207373914814
895,bings,4.16526613018089
896,bingy,4.030120959473297
897,binit,4.009244063789815
898,binks,4.026970208256869
899,bints,4.598116014181014
900,biogs,4.320507573900048
901,biont,4.8930652918966855
902,biota,4.853920334523934
903,biped,4.50078115410903
904,bipod,4.1850630581767225
905,birds,4.488082552875354
906,birks,4.259568497056677
907,birle,5.294496669344665
908,birls,4.791289046458103
909,biros,4.806257525891389
910,birrs,4.115650451907992
911,birse,5.294299508828106
912,birsy,4.652715995444915
913,bises,4.179250578201102
914,bisks,3.3028932197482095
915,bisom,4.304147713918056
916,bitch,4.304994327591782
917,biter,5.196380010033121
918,bites,4.9899281504153175
919,bitos,4.665344689526206
920,bitou,4.458865646313216
921,bitsy,4.520289194567644
922,bitte,4.437818074421431
923,bitts,3.9430320922093114
924,bivia,3.3724116935379587
925,bivvy,2.91319030313741
926,bizes,4.099367869862635
927,bizzo,2.8013200711074604
928,bizzy,2.6170306048622907
929,blabs,3.9544959281326544
930,blads,4.600015289795993
931,blady,4.4738225059727545
932,blaer,5.402170145381292
933,blaes,5.230339902755118
934,blaff,3.537248979275846
935,blags,4.522366418922675
936,blahs,4.558411666563638
937,blain,4.937575524763532
938,blams,4.512382031957262
939,blart,5.218485474003697
940,blase,5.394758029294428
941,blash,4.7571446054280475
942,blate,5.422839280467297
943,blats,4.929907425732132
944,blatt,4.393783416716323
945,blaud,4.558153226560718
946,blawn,4.361214801456252
947,blaws,4.324729528444275
948,blays,4.557415891580936
949,blear,5.2789044171776585
950,blebs,3.9378566009508167
951,blech,4.534684578672602
952,blees,4.495665330983946
953,blent,5.00993298315978
954,blert,5.189027258031355
955,blest,5.089318516598481
956,blets,4.901388135178223
957,bleys,4.508801923016638
958,blimy,4.197916031895827
959,bling,4.304247024797655
960,blini,3.841757294104515
961,blins,4.628554454078518
962,bliny,4.496083421955493
963,blips,4.3774179606253485
964,blist,4.93592072179914
965,blite,5.238018521883451
966,blits,4.75661380363632
967,blive,4.563975283487288
968,blobs,3.7714695497192587
969,blocs,4.552097782691177
970,blogs,4.33217163650635
971,blook,3.6035189860428236
972,bloop,3.784791880791694
973,blore,5.283795352562341
974,blots,4.752212794727034
975,blows,4.135367712737907
976,blowy,4.0037835039987755
977,blubs,3.5468000251041363
978,blude,4.698101012436844
979,bluds,4.195523248269382
980,bludy,4.058459612771827
981,blued,4.70112278068658
982,blues,4.839021066589769
983,bluet,5.0540712372656325
984,bluey,4.664666539516865
985,bluid,4.374478834076953
986,blume,4.590939919454701
987,blunk,4.015693505301947
988,blurs,4.577822578833867
989,blype,4.469173427534818
990,boabs,3.9663165891575876
991,boaks,4.384935076935173
992,boars,5.033150960481528
993,boart,5.294785484659077
994,boats,4.958933355363895
995,bobac,3.774405605793923
996,bobak,3.5025071673619643
997,bobas,3.9036224386266754
998,bobol,3.1885549389382293
999,bobos,3.018858885468706
1000,bocca,3.822315102638826
1001,bocce,4.167686230600683
1002,bocci,3.6239251238418
1003,boche,4.609396640890541
1004,bocks,3.9116547448314276
1005,boded,3.9945659548991843
1006,bodes,4.707928902204653
1007,bodge,4.503435990966249
1008,bodhi,4.036897713700742
1009,bodle,4.9377591768520155
1010,boeps,4.55924169856556
1011,boets,4.932865776027186
1012,boeuf,4.2727850891695205
1013,boffo,2.568636409055966
1014,boffs,3.21015365215502
1015,bogan,4.50430740459729
1016,bogey,4.453439307478489
